,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Landing Count,Total Landed Weight
9141,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,10,6520000
9142,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,19,2698000
9143,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A330,2,825200
9144,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,78,11091444
9145,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,2,268962
9146,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,777,1,492000
9147,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Boeing,767,31,9920000
9148,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,4,1840000
9149,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,204,28988400
9150,Emirates,EK,Emirates,EK,International,Middle East,Passenger,Wide Body,Boeing,777,31,17173969
9151,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Turbo Prop,DeHavilland,DH8,67,4137250
9152,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,2,275400
9153,US Airways,US,US Airways,US,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,1,47000
9154,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,253,43389500
9155,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,757,1,198000
9156,XL Airways France,SE,XL Airways France,SE,International,Europe,Passenger,Wide Body,Airbus,A330,9,3567429
9157,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,62,8010400
9158,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,31,19530000
9159,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,43,6114514
9160,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,1250,178078200
9161,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,254,34998406
9162,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,59,8389800
9163,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,43,6114600
9164,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,1021,145186200
9165,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,36,4957200
9166,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,71,9776700
9167,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,647,89091900
9168,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,777,29,13340000
9169,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,777,27,12015000
9170,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,777,2,890000
9171,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,60,26700000
9172,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,25,8750000
9173,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,767,27,8640000
9174,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,36,11520000
9175,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,240,53760000
9176,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,757,5,990000
9177,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,880,174240000
9178,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,747,85,53550000
9179,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,29,18270000
9180,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,747,176,110880000
9181,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,14,2172200
9182,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,2,294600
9183,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,634,98678200
9184,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,46,6729800
9185,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,19,2779700
9186,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,933,136364500
9187,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,4,516800
9188,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,5,646000
9189,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,168,21705600
9190,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,29,4123800
9191,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,29,3987500
9192,Swissport USA,UA,Swissport USA,UA,International,Europe,Passenger,Wide Body,Boeing,767,2,640000
9193,Swissport USA,UA,Swissport USA,UA,Domestic,US,Freighter,Wide Body,Boeing,747,1,761398
9194,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Airbus,A340,31,12985218
9195,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,21,3070500
9196,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,50,6460000
9197,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,1009,129152000
9198,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,247,28158000
9199,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,1635,42183000
9200,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,250,18775000
9201,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,76,5092000
9202,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,122,8174000
9203,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,756,50652000
9204,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,90,4230000
9205,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,1185,55695000
9206,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,62,34348000
9207,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Freighter,Wide Body,Boeing,747,1,665800
9208,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A340,26,10868000
9209,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,1,418874
9210,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,30,18900000
9211,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,9,6867000
9212,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,17,11084000
9213,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A380,31,26722000
9214,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,31,17701000
9215,LAN Peru,LP,LAN Peru,LP,International,South America,Passenger,Wide Body,Boeing,767,13,4160000
9216,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,31,17174000
9217,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,30,22890000
9218,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,1,653000
9219,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,747,28,17604160
9220,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Combi,Wide Body,Boeing,747,3,1886160
9221,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,365,51903000
9222,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,777,31,14353000
9223,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A330,31,12431000
9224,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,1,142198
9225,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,119,16005500
9226,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,11,3007400
9227,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,6,1607400
9228,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,4,1234800
9229,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,53,29362000
9230,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,12,7824000
9231,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,1,142000
9232,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A330,3,1237800
9233,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,90,12797820
9234,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Boeing,767,31,9920000
9235,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,1,320000
9236,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,149,43955000
9237,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,66,14784000
9238,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,501,99198000
9239,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,89,13020700
9240,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A330,31,12437200
9241,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,20,13320000
9242,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,31,19530000
9243,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,777,31,17143000
9244,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,2,1332000
9245,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,747,31,19530000
9246,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,62,39060000
9247,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,767,22,5984000
9248,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,32,14720000
9249,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,25,16412000
9250,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,C-99,16,180800
9251,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,B-99,6,65400
9252,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,1900C,13,209300
9253,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,777,4,1840000
9254,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,86,26660000
9255,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,85,22950000
9256,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,86,17028000
9257,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,737,620,89280000
9258,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,777,31,17174000
9259,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,2,314600
9260,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,3,471900
9261,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,26,3803800
9262,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,28,4096400
9263,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,1,144000
9264,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,107,15408000
9265,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,4,516800
9266,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,120,15504000
9267,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,26,3146000
9268,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,108,13068000
9269,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,737,90,11520000
9270,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,15,7050000
9271,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,14,8820000
9272,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,30,16619820
9273,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,32,14723200
9274,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,23,14490000
9275,Air China,CA,Air China,CA,International,Asia,Combi,Wide Body,Boeing,747,8,5040000
9276,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Freighter,Turbo Prop,Shorts,SD3,26,676000
9277,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,107,10379000
9278,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,11,1886500
9279,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,16,2275200
9280,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,103,14646600
9281,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,74,9953000
9282,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,3,959700
9283,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,4,1279600
9284,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,48,6144000
9285,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,24,6528000
9286,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,747,30,18900000
9287,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,60,37800000
9288,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,767,20,5440000
9289,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,31,14260000
9290,XL Airways France,SE,XL Airways France,SE,International,Europe,Passenger,Wide Body,Airbus,A330,7,2774667
9291,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,1,146300
9292,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,59,7622800
9293,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,30,18900000
9294,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,44,6260019
9295,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,1221,173957765
9296,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,228,31415436
9297,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,60,8532000
9298,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,44,6256800
9299,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,948,134805600
9300,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,47,6471900
9301,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,66,9088200
9302,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,481,66233700
9303,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,777,30,13800000
9304,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,777,31,14260000
9305,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,4,1840000
9306,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,58,25810000
9307,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,767,30,9600000
9308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,36,11520000
9309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,931,184338000
9310,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,747,90,56700000
9311,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,30,18900000
9312,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,747,178,112140000
9313,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,14,2182200
9314,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,33,4827900
9315,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,5,729200
9316,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,2,258400
9317,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,27,9450000
9318,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,182,40768000
9319,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,5,990000
9320,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,594,93436200
9321,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,105,15466500
9322,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,900,131481400
9323,Emirates,EK,Emirates,EK,International,Middle East,Passenger,Wide Body,Boeing,777,30,16619970
